source_index,word,category
23895,pki&bunuh orang islam,涉政
23895,bantai pki&jihad,暴力恐怖
23896,gblg,低俗色情
23897,cebong&kyai,涉政
23897,abu janda,低俗色情
23897,kampret,低俗色情
23898,pecun...dang brengsek,低俗色情
23898,dijemput paksa,暴力恐怖
23902,pribumi&asing,涉敏
23903,pki&umat islam,涉政
23903,musuh selanjutnya adalah islam,宗教
23903,jahat,涉敏
23903,balasan menunggu di neraka,宗教
23909,ngaceng,低俗色情
23911,persekusi muslim,涉敏
23911,persekusi trhadap uas,涉敏
23911,fh di manado,涉敏
23911,mayoritas modal thd minoritas uang di nkri,涉敏
23911,"mayoritas muslim mempersekusi minoritas cina , kristen",涉敏
23912,negara islam,涉政
23912,kua & pengadilan agama,宗教
23915,kampungan,涉政
23918,monyet&kampret,低俗色情
23920,kutil babi,涉政
23920,ahok,涉政
23920,ganyang,暴力恐怖
23925,budek&tuli,低俗色情
23928,aseng,涉敏
23929,celeng,低俗色情
23930,jual diri,低俗色情
23930,goblog,低俗色情
23932,mainin memeknya,低俗色情
23934,wahabi,宗教
23937,setan&terkutuk,宗教
23940,ahok&nyungsep,涉政
23941,begok,低俗色情
23941,dongok,低俗色情
23941,kaum sumbu pendek,涉敏
23941,korban pertama uu md3,涉政
23943,brengsek,低俗色情
23945,bajingan,低俗色情
23945,debatfinalpilkadajkt,涉政
23946,bangsaaat,低俗色情
23949,gerombolan&tolol,涉敏
23950,saracen&cuci otak,涉政
23950,isis group,暴力恐怖
23950,onta kehabisan akal&otak dungu,低俗色情
23951,cebong kelayaban,涉敏
23954,mengorek mata,暴力恐怖
23956,cebong,涉政
23956,budek,低俗色情
23957,napi ahok&jokowi&cebong,涉政
23957,tidak punya akal,价值观
23959,tolol,低俗色情
23961,sukubangsa,涉敏
23966,kunyuk,低俗色情
23966,ente,涉敏
23969,memek&ngewe&ngentot,低俗色情
23971,komunis,涉政
23972,bego,低俗色情
23974,brengsek,低俗色情
23975,bonek jancok,低俗色情
23975,bonek jancuk,低俗色情
23980,brengsek,低俗色情
23981,ngentot,低俗色情
23985,manusia babi,低俗色情
23987,tukang fitnah,涉政
23991,rezim,涉政
23993,bodat,低俗色情
23993,komunis,涉政
23994,virus idiot,涉敏
23995,bencong,低俗色情
23997,rezim skrg,涉政
23997,2019gantipresiden,涉政
23999,kunyuk,低俗色情
24000,tai kucing,低俗色情
24000,cina,涉敏
24000,ahok simulut jamban,涉政
24005,pembakaran 7 sd,暴力恐怖
24008,meki,低俗色情
24008,anjing,低俗色情
24008,sampah,低俗色情
24008,idiot,低俗色情
24008,ngentot,低俗色情
24008,memek,低俗色情
24010,antek asing,涉政
24011,kontol,低俗色情
24011,monyet,低俗色情
24016,pki&jombi&ganyang,涉政
24016,ummat islam,宗教
24019,lgbt+&dibunuh,涉敏
24020,idiot,低俗色情
24021,jihad konstitusional,暴力恐怖
24021,lengserkan jokowi,涉政
24022,aseng,涉敏
24024,bani onta,涉敏
24024,ekstrak tinja,低俗色情
24024,penjahat kelamin syariah,宗教
24026,jongos,低俗色情
24026,dongo,低俗色情
24029,merk islam tp otak kapir,宗教
24029,wan abut,涉敏
24031,bloon dongo sialan haram jadah,低俗色情
24031,fitneh dasar bangsat,低俗色情
24032,dajjal&iblis,宗教
24033,tai,低俗色情
24033,bapak lo,涉敏
24033,ibu loh,涉敏
24035,bego,低俗色情
24036,cacat,低俗色情
24039,komunis,涉政
24039,lengserkan jokowi,涉政
24039,jokowi diktator,涉政
24043,jancuk,低俗色情
24045,tionghoa&pribumi,涉敏
24047,bangkai,低俗色情
24050,yahudi,宗教
24055,bangsat&tolol&ajg&oon&bloon&bego&alay&jable',低俗色情
24057,kampret,低俗色情
24057,mati kekenyangan,低俗色情
24058,sontoloyo,低俗色情
24060,najis,低俗色情
24062,brengsek&anjeng,低俗色情
24064,jancuk,低俗色情
24065,cacat,低俗色情
24067,papah matamu picek,低俗色情
24068,indonesia baru tanpa islam,宗教
24068,muslim,宗教
24069,anjing,低俗色情
24070,komunis&perestroika&gorbachev,涉政
24071,warga asing,涉敏
24071,anak melayu,涉敏
24074,anjing&babi,涉敏
24078,kacrut,低俗色情
24082,gay&banci,涉敏
24087,cocot,低俗色情
24089,dasar dungu,低俗色情
24091,proksi aseng asing menjajah ri,涉政
24092,gesekin memek,低俗色情
24093,cina,涉敏
24096,isis,暴力恐怖
24096,kafir&munafik,宗教
24098,pembajak agama&ayat2 tuhan,宗教
24099,banci,低俗色情
24100,user oon,涉敏
24102,ahok kafir rasis,涉政
24102,rakyat pribumi dengan tionghoa,涉敏
24105,kampungan&norak,低俗色情
24106,yahudi&arab,宗教
24109,bejat,低俗色情
24113,sinting,低俗色情
24114,bajingan,低俗色情
24117,didungukan&dungu&biadab,涉敏
24117,islam&allah swt bukan tuhan,宗教
24119,gerombolan kampret bongkrek,涉政
24120,babi,涉敏
24120,wang haram,违法
24120,politikus ronggeng babi,涉政
24121,goblok,低俗色情
24121,loe,低俗色情
24122,kontol jumbo,低俗色情
24122,ngentot,低俗色情
24124,orang indonesia keturunan cina&loyalitas terhadap rrc,涉敏
24125,pekerja lokal&pekerja asing,涉敏
24126,indonesia kan bagian dari republik rakyat cina,涉政
24127,bani kampret,低俗色情
24128,ganyang pki,涉政
24130,goblog,低俗色情
24130,maling,涉敏
24132,anjing,低俗色情
24133,katain burik,低俗色情
24135,ngentod,低俗色情
24136,cebong&tolol,涉敏
24140,mampus&badjingan&brengsek&taik,低俗色情
24143,iblis betina,涉敏
24143,si penipu ijasah palsu,涉政
24146,goblok,低俗色情
24146,cebong,涉政
24149,kafir,宗教
24156,hitam itu monyet,涉敏
24159,kontol,低俗色情
24159,muka kek memek,低俗色情
24159,org tua lu kek monyet,涉敏
24159,agama lu aje agama kontol,宗教
24160,diam kamu eek,低俗色情
24160,anakonda,低俗色情
24162,maho,低俗色情
24164,bajingan,低俗色情
24164,jebole cocotmu,低俗色情
24168,anti islam,宗教
24168,tumbangkan 2019,涉政
24170,kada kristen,宗教
24172,orang-orang yahudi dan nasrani,宗教
24174,lawan rejim zalim ph,涉政
24175,sompret,低俗色情
24176,goublog,低俗色情
24176,menyesakkan,低俗色情
24178,tukang cabul,低俗色情
24179,antek mantan,涉政
24180,cebong&kodok,涉政
24181,anjir,低俗色情
24182,usir cina,涉敏
24183,bejat,低俗色情
24183,cabul,低俗色情
24183,kriminal,违法
24183,munafik,宗教
24185,sarap,低俗色情
24191,kampret,低俗色情
24191,tabrak pake bajaj yg udah dipasangin bom,暴力恐怖
24191,cungkring,低俗色情
24192,kunti',低俗色情
24194,goblok,低俗色情
24194,bego,低俗色情
24196,bangsad,低俗色情
24197,kaum iblis,宗教
24197,ahli provokator,涉敏
24199,kampret,低俗色情
24199,hoak,低俗色情
24199,selegkahan,低俗色情
24199,mpret,低俗色情
24201,goblok,低俗色情
24202,yahudi,涉敏
24202,khilafah,宗教
24204,brengsek&taik,低俗色情
24205,bokong bokong,低俗色情
24205,biadab,价值观
24205,bejat,价值观
24208,mati,暴力恐怖
24208,setya novanto,涉政
24209,prabowo&anaknya pembrontak,涉政
24211,komunis,涉政
24211,rezim komunis,涉政
24212,hindu nusantara&sesat,宗教
24213,onta',低俗色情
24215,budek,低俗色情
24216,kaum kafir,宗教
24218,dajjal,宗教
24219,yahudi,宗教
24220,titit,低俗色情
24222,kampret,低俗色情
24222,cebokan,低俗色情
24222,kecink onta,低俗色情
24228,banci,涉敏
24228,kurang kurangi ena sell,低俗色情
24228,sia2 kam anak perikanen,涉敏
24229,nyinyir,低俗色情
24230,penista agama&penduduk zionis israel&kaum munafik&liberal&komunis,涉政
24231,cebong&bego,涉敏
24233,tolol,低俗色情
24235,cina kristian,宗教
24235,dap bukan pas,涉政
24236,bubarkan acara pki,涉政
24237,penista agama,宗教
24239,slamet ndesomu,低俗色情
24239,kuclukk,低俗色情
24239,cebong cepek luuh,低俗色情
24242,memek,低俗色情
24243,bajingan,低俗色情
24245,pki,涉政
24247,cina kafir komunis,涉敏
24247,jajah & rampok,涉政
24247,dihancurkan,暴力恐怖
24248,bodo amat,低俗色情
24249,org cina,涉敏
24250,kriaten&hindu&budha,宗教
24252,kntl,低俗色情
24253,kontol,低俗色情
24253,gay,低俗色情
24253,coli,低俗色情
24253,bahancoli,低俗色情
24255,kristen&tionghoa,宗教
24257,bunuh aja yg didepan mata,暴力恐怖
24257,mafia koruptor,涉政
24257,penista agama,宗教
24257,babi ahok,涉敏
24260,bangke&goblok&mampus lu,低俗色情
24262,berita bom,暴力恐怖
24266,pak sby,涉政
24267,jancuk,低俗色情
24271,di bakar,暴力恐怖
24273,cemen,低俗色情
24273,bau congor,低俗色情
24273,koplok,低俗色情
24273,hajar aja itu mulut,暴力恐怖
24277,bajingan,低俗色情
24277,melukai lady&menerima ganjaran seratus kali lipat,暴力恐怖
24281,bacot,低俗色情
24283,menggebuk,暴力恐怖
24284,orang-orang yahudi di film the boy in striped pyjamas,涉敏
24285,idih najis,低俗色情
24285,tujuh keturunan,涉敏
24287,anti aseng,涉敏
24288,anjing,低俗色情
24288,kafir,宗教
24288,pki,涉政
24288,ahok anak china,涉敏
24291,taekkkkkk,低俗色情
24293,biduan kebo,低俗色情
24293,mesum,低俗色情
24293,bau pedean,低俗色情
24293,mudbus,低俗色情
24294,lengserkan jokowi,涉政
24295,beruk preman,涉敏
24295,ngajak berantam,暴力恐怖
24301,jilatin bokong jokowi,低俗色情
24301,ngabilin,低俗色情
24303,tumbangkanjokowiradikal&lengserkan jokowi,涉政
24310,muhammad arab buta huruf ngaku nabi,宗教
24313,allah swt&bukti dungu&biadab,宗教
24314,nete nya air silikon,低俗色情
24321,anak setan,低俗色情
24322,memek,低俗色情
24324,brengsek,低俗色情
24327,idiot,低俗色情
24330,pki&penista,涉政
24333,dasar gila,低俗色情
24334,kebelet eek,低俗色情
24336,dibodohi&dijajah&diperbudak islam,宗教
24340,cina&usir cina,涉敏
24341,kunyuk,低俗色情
24344,kamprettt,低俗色情
24346,puter goblog,低俗色情
24347,keparat,低俗色情
24348,kontol&ngaceng&crottttt,低俗色情
24350,berisik tai,低俗色情
24350,gajedot,低俗色情
24350,diemin jempol lo,暴力恐怖
24352,banci,涉敏
24352,saracen,涉政
24354,kapirun&manufikun&pki,涉政
24354,mental kachung,涉敏
24356,cina,涉敏
24357,orang bego,低俗色情
24360,pantes bolot,低俗色情
24362,kafir,宗教
24362,bencong,低俗色情
24363,tolol,低俗色情
24364,video bom meledak,暴力恐怖
24365,memek&gatel&pengen di kentot&kontol keker,低俗色情
24367,doi makin kesini makin bangsad,低俗色情
24369,sontoloyo,低俗色情
24370,anjing,低俗色情
24370,murtadz,宗教
24370,babi,宗教
24370,ahok kafir,宗教
24372,yahudi,宗教
24373,cebong,涉敏
24373,sampah masyarakat,涉敏
24375,emak lu jualan ya?&bajingan&anak pelacur kau rupanya,低俗色情
24380,cap sara,涉敏
24381,banci,低俗色情
24382,cebong,涉敏
24388,titit,低俗色情
24389,cino2&ahoker,涉敏
24390,islam&liberal&ateis&lgbt,宗教
24390,bantai,暴力恐怖
24393,brengsek,低俗色情
24395,kontol,低俗色情
24395,brondong,低俗色情
24395,kontollokal,低俗色情
24395,kontolbrondong,低俗色情
24399,ngentat&ngentot,低俗色情
24402,kampang,低俗色情
24403,kacrut,低俗色情
24407,mengancam mau bunuh diri,暴力恐怖
24408,jamban,低俗色情
24412,bedebah,低俗色情
24415,kepruk,暴力恐怖
24415,gov',涉政
24416,orang indonesia bego,涉敏
24418,milih bom,暴力恐怖
24420,anti islam,宗教
24421,idiot,低俗色情
24424,mindun&antek anteknya,涉政
24425,kafir,宗教
24426,anti nkri,涉政
24427,sange&ngocok&memek,低俗色情
24427,bokepindo&ngentot&bugil,低俗色情
24428,maho,低俗色情
24429,ngemeng lu,低俗色情
24429,dasar ya jelas,低俗色情
24429,nasrani kafir,宗教
24431,digebuk,暴力恐怖
24431,mendukung radikalisme,暴力恐怖
24433,bercinta dalam gelap,低俗色情
24437,bangsat,低俗色情
24439,titit,低俗色情
24440,ngentod,低俗色情
24441,kaum 212&kitab sucinya fiksi,宗教
24443,fakuy,低俗色情
24445,membunuh semua anak yang lahir,暴力恐怖
24446,megang eek,低俗色情
24447,anjir,低俗色情
24447,najis,低俗色情
24447,zonk pipel,低俗色情
24448,lesbi,低俗色情
24448,bego,低俗色情
24450,anjir,低俗色情
24451,pegel,低俗色情
24454,banci,低俗色情
24454,komplotan,涉敏
24455,pki,涉政
24455,cebong&dungu,涉敏
24457,komunis&rezim,涉政
24460,mata sipit,涉敏
24461,ahok,涉政
24464,cebong,涉政
24464,jaga tuh congor lu,低俗色情
24466,cebong&dungu,涉敏
24466,tulalit,涉敏
24468,tolol,低俗色情
24468,binatang,涉敏
24468,kaum bumi dtr,涉敏
24468,pks laknat,宗教
24472,kampret,低俗色情
24472,cebong,涉政
24474,cebong,涉政
24476,penipu bejat,涉敏
24476,laknat,涉敏
24480,bangsat,低俗色情
24480,goblog,低俗色情
24490,ccd,低俗色情
24494,islam liberal,宗教
24494,syiah,宗教
24494,islam nusantara,宗教
24494,komunis,涉政
24495,kafin&kristen,宗教
24497,pengkhianat bangsa,涉政
24498,bodo anjer,低俗色情
24500,densus 88,涉政
24502,crot,低俗色情
24503,goblog,低俗色情
24503,di pupuk,低俗色情
24506,bajingan&goblokkkk,低俗色情
24509,islam&hindu,宗教
24511,pembunuh ulung&bom waktu,暴力恐怖
24514,tolol,低俗色情
24515,kunyuk,低俗色情
24516,pengecut&perek&pelacur&wanita tidak tahu diri&wanita rendah,低俗色情
24516,bajingan,低俗色情
24519,bom,暴力恐怖
24519,allegedly tas isinya bom,暴力恐怖
24521,bajingan,低俗色情
24524,idiot,低俗色情
24528,naboki&bloon,低俗色情
24531,otak e cacingan,低俗色情
24531,partai rampok,涉政
24533,perek,低俗色情
24537,ganyang,暴力恐怖
24537,pdi p,涉政
24537,pki,涉政
24541,asw,低俗色情
24543,bodo,低俗色情
24546,sarap,低俗色情
24551,otak bercampur nanah dan kencing onta,低俗色情
24551,woi,低俗色情
24552,yahudi musuh aswaja,宗教
24554,ajaran dungu & biadab,宗教
24555,kafir,宗教
24557,men are trash,涉敏
24557,jap,涉敏
24557,org cacat,低俗色情
24558,ngentot,低俗色情
24559,anjing,低俗色情
24560,sipit,涉敏
24561,burik,低俗色情
24562,udik/kampungan,涉敏
24562,ngangkangin,低俗色情
24565,penista agama,宗教
24565,koruptor,涉政
24565,pembohong,涉政
24565,penjual aset negara,涉政
24565,pengimpor kuli aseng,涉敏
24566,khilafah&di/tii,涉政
24567,anjirr&asu,低俗色情
24569,aseng,涉敏
24570,udik,低俗色情
24571,jancuk,低俗色情
24573,psk&jual diri,低俗色情
24574,kunyuk,低俗色情
24578,jokowi bela komunis,涉政
24578,antek orla,涉政
24578,jokowi represif medioker ham kayak orba,涉政
24579,jiancok,低俗色情
24579,silit,低俗色情
24579,celeng,低俗色情
24582,pki&abri,涉政
24588,anjir,低俗色情
24589,menistakan agama lain,宗教
24593,zonk,低俗色情
24595,pecun,低俗色情
24596,pekok&idiot,低俗色情
24599,najis,低俗色情
24600,kampret,低俗色情
24600,kapir,宗教
24601,antijil&antisyiah&antikomunis,涉政
24603,emakemak,低俗色情
24605,"semuanya bkn dari nusantara&semuanya import&hindu,budha,islam semua import&yg asli nusantara animisme",宗教
24606,memek&horny,低俗色情
24607,allah swt halalkan harta rampasan,宗教
24607,muslim harus buang islam,宗教
24608,muka kontol,低俗色情
24608,hina ulama,宗教
24608,hajar,暴力恐怖
24608,antek komunis,涉政
24611,oon&munafik&iblis,低俗色情
24612,bani onta,涉敏
24612,ahok si kafir,宗教
24615,"pecat saja hakim cepi, jelas bermain mata",涉政
24616,kapir&pecundang,涉敏
24617,crot crotan,低俗色情
24620,najis,低俗色情
24620,jele',低俗色情
24623,cebong,涉政
24624,jeplak&udelnya,低俗色情
24626,pejabat maling&wakil rakyat hianat&aparat keparat,涉政
24626,doyan maksiat&doyan nusuk pantat,低俗色情
24628,etnis asli singapura menguasai,涉敏
24628,cina itu cuma pendatang,涉敏
24628,penjajah,涉敏
24628,perebut,涉敏
24629,dasar maho lu,低俗色情
24630,kaum nabi luth&gay dan lesbi,宗教
24631,darah india sama cina,涉敏
24632,rohingya&kristen&yahudi&muslim&teroris,宗教
24633,arab saudi&bani saud,涉政
24634,hina banget lo jadi orang,涉敏
24636,ditipu islam,宗教
24637,titit,低俗色情
24640,maho,低俗色情
24642,agen yahudi,涉敏
24642,komunis,涉政
24650,anak kecil yang diperkosa,低俗色情
24650,anusnya dioperasi,低俗色情
24651,mampus,低俗色情
24652,fpi&lengserkan,涉政
24653,babi,低俗色情
24653,anjing,低俗色情
24653,bopeng,涉敏
24657,ahok,涉政
24657,anus,低俗色情
24658,onta arab,涉敏
24660,cebong&generasi lahir dari got,涉敏
24662,katotoloyo,低俗色情
24662,zonk,低俗色情
24665,goblok,低俗色情
24666,bunuh orang islam,暴力恐怖
24666,beragama kristen,宗教
24669,boneka,涉敏
24670,bangsad,低俗色情
24670,napadah lu,低俗色情
24673,banci,涉敏
24674,congor lu yang bapuk,低俗色情
24676,goblog,低俗色情
24680,cacat&otak ayam,低俗色情
24681,ngga autis,低俗色情
24684,norak&kampungan,涉敏
24685,dongoook&dungu,低俗色情
24685,munafik,宗教
24686,otak onta,低俗色情
24686,dongok malas bego tolol,低俗色情
24688,perangi&bunuh&penggal kafir,暴力恐怖
24688,penis,低俗色情
24691,najis&anjir&goblok,低俗色情
24692,titit ku sakit,低俗色情
24692,jebolin kamu mulu,低俗色情
24693,pki,涉政
24697,bukan islam,宗教
24700,ngaku indonesia pqdahal cina,涉敏
24702,sepupuku aja lah ada kristen,宗教
24703,di usir cina,涉敏
24705,mataq terlalu sipit,涉敏
24707,belaga budek,涉敏
24707,belaga pilon,涉敏
24707,goblok,低俗色情
24708,bego,低俗色情
24710,ngebodohin org,涉敏
24710,mencerca,涉敏
24710,ngedunguin org,涉敏
24710,seenak jidat sndri,涉敏
24710,kacung,涉敏
24710,cebong,涉敏
24710,jijik,涉敏
24710,panuan,涉敏
24710,penuh dgn panu,涉敏
24712,dodol,低俗色情
24712,cebong terkutuk,涉政
24715,islam dilarang di indonesia,宗教
24718,umat islam,宗教
24721,jongos,涉敏
24721,luhut,涉敏
24722,anjing,低俗色情
24723,tai kucing,低俗色情
24725,bajingan&banci,低俗色情
24728,bolot,涉敏
24729,bacot,低俗色情
24730,mampus,低俗色情
24731,china kiblatnya bwg putih,涉敏
24731,josssssssslah,低俗色情
24732,transgender,涉敏
24733,ngewe kasar,低俗色情
24733,memek,低俗色情
24734,tolol,低俗色情
24736,budek lu,低俗色情
24740,busuk&jijik,低俗色情
24746,memek mulus,低俗色情
24749,peno sinting,低俗色情
24752,tolol,低俗色情
24752,dongo,低俗色情
24753,ganyang pki,涉政
24758,bau bangke tikus,低俗色情
24759,cebong&taik,涉敏
24760,wong wong asu,低俗色情
24762,monyet,涉敏
24767,idiot,低俗色情
24769,org gila,涉敏
24769,org bego,涉敏
24769,dongo,涉敏
24769,sinting,涉敏
24769,sarap,低俗色情
24769,bajingan,涉敏
24770,usir budha,宗教
24771,tolol,低俗色情
24772,kntl,低俗色情
24773,anjir,低俗色情
24775,kampret,低俗色情
24775,bani kencing onta,涉敏
24776,banci,涉敏
24778,bacot elu babi,低俗色情
24778,gelut,暴力恐怖
24781,anjing&babi,涉敏
24782,darah kotor cina babi,涉敏
24784,tai kucing keinjek,低俗色情
24786,babi,低俗色情
24787,bajingan,低俗色情
24787,banting hp lu,暴力恐怖
24789,anak jalanan&anak gembel,涉敏
24790,dasar kau,低俗色情
24791,negara komunis,涉政
24792,di bawah jamban,低俗色情
24795,anti aseng,涉敏
24797,kristen & munafik,宗教
24797,mengolok2 gereja,宗教
24798,tante jablay,低俗色情
24799,tolol,低俗色情
24800,komunis,涉政
24803,jil&kekafiran,宗教
24804,brengsek,低俗色情
24805,bubarkan pki,涉政
24805,bubarkan pki,暴力恐怖
24807,kafir&diinjak-injak,宗教
24809,bani cabul,低俗色情
24809,cabul,低俗色情
24812,rezim jokowi&lengserkan jokowi,涉政
24813,tolol,低俗色情
24814,keluarga koruptor,涉政
24815,kader moncong putih&cebong&tapir&mingkem,涉政
24817,memek,低俗色情
24818,agen yahudi,涉敏
24819,gk becus,涉敏
24820,tolol,低俗色情
24820,anying,低俗色情
24820,goblok,低俗色情
24820,di lecehin,低俗色情
24820,maki2,低俗色情
24821,pemulung&tki&tkw&pengemis,涉敏
24823,tuan tionghoa,涉敏
24823,laskar hitam,暴力恐怖
24825,lgbt aka banci kaleng,涉敏
24826,bubar kandangin semua,涉政
24828,gubernur kafir,宗教
24829,bocah geblek,低俗色情
24829,penjara tempatnya,暴力恐怖
24831,bajingan,低俗色情
24831,matamu,低俗色情
24834,pendungaun islam&quran ocehan muhammad,宗教
24835,anti aseng,涉敏
24844,anti arab&anti quran&anti nabi,宗教
24844,islam nusantara,宗教
24845,bodo,低俗色情
24849,kampret,低俗色情
24850,bajingan minoritas cina,涉敏
24851,menghina agama kita,宗教
24852,racist,涉敏
24853,sarap,低俗色情
24853,kaga,低俗色情
24855,cebong&kampret,涉政
24861,cebong,低俗色情
24862,anjir,低俗色情
24865,norak,低俗色情
24865,kampungan,低俗色情
24866,goblok&cacat,低俗色情
24867,kntl,低俗色情
24871,idiot,低俗色情
24877,islam berbahaya,宗教
24878,nungging&mainin memek,低俗色情
24881,bubarkan&dpr,涉政
24881,khilafah,宗教
24887,bacot&asu&anjing,低俗色情
24888,titit,低俗色情
24897,bangsad,低俗色情
24902,di/tii&pki&prri&pks,涉政
24903,cina,涉敏
24903,pribumi,涉敏
24903,usir dia dari nkri,涉政
24904,bencong,涉敏
24908,sarap,低俗色情
24910,umat islam&diinjak,宗教
24910,blacklist partai politik&rezim anti islam,涉政
24912,homo,涉敏
24912,bagas,涉敏
24913,dimampusin,低俗色情
24913,kunyuk,涉敏
24913,penyembah lembu,宗教
24914,glusar glusur kyak buaya di atas kasur,低俗色情
24915,kunyuk,低俗色情
24917,banci,低俗色情
24917,autis,涉敏
24922,sinting,涉敏
24922,sakit jiwa,涉敏
24923,kampret,低俗色情
24926,memek,低俗色情
24931,banci,涉敏
24931,lekong,涉敏
24933,brengsek,低俗色情
24936,bangsat,低俗色情
24936,keparat,低俗色情
24936,teroris budha,宗教
24942,pergi mampus,暴力恐怖
24943,ketauan busuknya,涉敏
24945,fuck,低俗色情
24945,kafir,宗教
24945,teroris,暴力恐怖
24945,budha,宗教
24946,kntl,低俗色情
24948,kampungan,低俗色情
24950,banci,低俗色情
24950,banci lu,低俗色情
24951,titit,低俗色情
24957,budha&kafir&teroris,宗教
24958,kafir-kafir ateis,宗教
24959,setan,低俗色情
24965,cina bau tai,涉敏
24965,menista islam & kristen,宗教
24965,ahok faham komunis,涉政
24966,tangkap ahok,涉政
24966,rakyatbersamafpi,涉政
24966,indonesia akan hancur tanpa ulama,宗教
24967,rezim jokowi,涉政
24967,lengserkan jokowi,涉政
24973,anjay,低俗色情
24977,bani kopar kapir,宗教
24977,koplak koplok,低俗色情
24978,benci kafir,宗教
24979,kafir,宗教
24980,goblog,低俗色情
24980,bermental maling,涉政
24989,antek komunis,涉政
24989,pekerja china komunis,涉政
24990,cina&tolol,涉敏
24997,idiot garis keras,涉敏
24997,bullyable,涉敏
25000,kampret,低俗色情
25000,songong,低俗色情
25000,minta di penci jidat lu,暴力恐怖
25003,penista agama,宗教
25003,pemecah nkri,涉政
25004,anjir,低俗色情
25006,cebong,涉政
25006,jil,宗教
25006,sesat,宗教
25006,ls,涉政
25006,hoak',低俗色情
25008,bubarkan pki,涉政
25009,asu,低俗色情
25016,cebong dongo,低俗色情
25018,lengserkan jokowi,涉政
25018,ayopenjarakan ahok,涉政
25019,anti keara an,涉敏
25019,anti kechina an,涉敏
25019,anti ke yahudi an,涉敏
25025,kacung,低俗色情
25025,ebonger,涉政
25028,wong jowo&hewan yg merubung bangkai,涉敏
25030,ngentot,低俗色情
25030,bokep,低俗色情
25030,memek,低俗色情
25030,bugil,低俗色情
25030,bispak,低俗色情
25033,bego,低俗色情
25035,bom,暴力恐怖
25038,jokowi tai asu,涉政
25044,muhammad nabi gadungan,宗教
25047,brengsek,低俗色情
25048,rakyat cina,涉敏
25048,anak keturunan pki,涉政
25050,cewe gila,低俗色情
25050,sinting,低俗色情
25050,freak,低俗色情
25055,anjir,低俗色情
25059,sarap,低俗色情
25063,kepo&alay,低俗色情
25064,islam nusantara,宗教
25066,keluarga koruptor,涉政
25068,mirip monyet,涉敏
25069,gila,低俗色情
25070,goblok,低俗色情
25070,bodoh,低俗色情
25070,mesum,低俗色情
25070,munafik,价值观
25072,bubarkan dpr,涉政
25074,jablay,低俗色情
25076,rezim ini&antek asing&aseng,涉政
25077,bencong,涉敏
25078,kampang,低俗色情
25079,jokowi&jual aset ke aseng,涉政
25080,bule&idiot,涉敏
25080,njing,低俗色情
25080,jual biji,低俗色情
25082,culun,低俗色情
25083,susu&kntl,低俗色情
25086,jablay,低俗色情
25089,boomerang buat pak user,涉敏
25091,silit,低俗色情
25094,bodo amat,低俗色情
25098,keparat,低俗色情
25101,ngentot,低俗色情
25101,bokepabg,低俗色情
25101,abgmesum,低俗色情
25101,mesum,低俗色情
25104,bahasa onta&bahasa kafir,宗教
25105,benci kafir,宗教
25105,bejad,宗教
25106,usir&bantai,暴力恐怖
25106,orang hindu budha,宗教
25107,sinting,低俗色情
25109,mengubur islam,宗教
25110,tolol,低俗色情
25112,harun yahya kristen,宗教
25113,bajingan,低俗色情
25114,musuh-musuh islam&kafir,宗教
25115,bacot,低俗色情
25115,ga laku laku,低俗色情
25116,ngewe',低俗色情
25118,bangsad,低俗色情
25119,bego,低俗色情
25119,anjing2,低俗色情
25121,kek kunti,低俗色情
25123,babi babi milik cina,涉敏
25123,terorist nyata,暴力恐怖
25124,jipepet ngeselin pisan,低俗色情
25124,segambreng caileh,低俗色情
25125,cina&di usir suruh balik kehabitat aslinya,涉敏
25127,anjir,低俗色情
25128,kntl,低俗色情
25129,bispak&perek&banci,低俗色情
25134,pki,涉政
25134,anti islam,宗教
25138,bacot,低俗色情
25138,biangkerok,低俗色情
25143,iblis&adzan&hijab&cadar,宗教
25145,agama,宗教
25150,brengsek,低俗色情
25151,etnis tertentu,涉敏
25151,cebong,涉政
25153,munafik&musyrik&kafir,宗教
25157,partai alloh & partai syaitan,宗教
25161,pki,涉政
25163,anjir,低俗色情
25164,penista agama,宗教
25165,pdi&komunis,涉政
25167,syiah&liberal&komunis&islam nusantara,宗教
25169,autis,涉敏
25170,bunuh,暴力恐怖
25171,sampah,低俗色情
25171,maksiat,宗教
25171,komunis,涉政
25171,mabok,低俗色情
25174,bangkai&kebohongan lu,涉敏
25178,buang islam dari indonesia,宗教
25178,tak ada manfaatnya,涉敏
25179,antek antek,涉敏
25186,menyerang pribadi presiden,涉政
25187,kafir,宗教
25187,cina,涉敏
25187,makan babi & bir,宗教
25189,anjir,低俗色情
25191,malu,涉政
25192,memek,低俗色情
25196,merebut tambang emas di papua dari cengkeraman asing,涉政
25198,bom bunuh diri teroris,暴力恐怖
25198,pembunuh yg ngaku jihad,暴力恐怖
25198,antek teroris,暴力恐怖
25199,demen sipit,涉敏
25200,kayak tai,低俗色情
25201,ngentot,低俗色情
25202,idiot&goblok&bloon,低俗色情
25204,taik',低俗色情
25208,bodo,低俗色情
25211,kentutmu wi,低俗色情
25211,jokowi pendusta pembohong,涉政
25211,penghutang,涉政
25211,ditaktor otoriter ndeso,涉政
25212,kelompok jamban,低俗色情
25212,insulting islam,宗教
25213,tangkap 100 orang,暴力恐怖
25214,korupsi anies,涉政
25215,komunis,涉政
