文本,SARA与仇恨言论,亵渎宗教,淫秽色情与违背风俗,网络赌博,诽谤网暴与勒索,虚假信息与谣言,分裂与极端主义,理由(法律与法规),本地黑话与违规关键词
"Itu lohhh yg dilakuin oppa oppa koriya, tapi banyak yg bilang oppa koriya banci tapi masa banci ikut militeran 2 tahun :) URL",0,0,0,0,0,0,0,反驳对韩国偶像的性别歧视评价，语境合规,banci,那就是韩国欧巴做的啊，很多人说韩国欧巴是娘炮，但娘炮会去服两年兵役吗？
"itu pas gue baru aja ditampol si edi eh tyo, jd bibir gue menyon. barbar emang tuh si kunyuk\n\n- chandra URL",0,0,0,0,0,0,0,熟人间的日常打趣与故事分享，词汇无恶意,kunyuk,那是我刚被Edi还是Tyo打了一巴掌，嘴都歪了。那小崽子真是野蛮。
"iya yah anjir pengen nabung tp yg:/ ditabung:/ gaada:/",0,0,0,0,0,0,0,关于存钱困难的日常吐槽，语气助词无恶意,anjir,是啊靠，想存钱但没钱可存啊。
"Jadi ceritanya lagi di Bali. Kenalan sama cewe , nanya nanya segala macem sampe akhirnya nanya kuliah. Ternyata dia kuliahnya di IKJ, eh fakultasnya FFTV, eh ternyata kating aing juga. Goblog dunia semakin little.",0,0,0,0,0,0,0,关于巧合相遇的日常趣事分享，词汇无恶意,Goblog,故事是这样的，在巴厘岛认识个女生，一问竟然是校友。蠢死了，这世界越来越小。
"Jadi cowo itu harus Gantle kalo ga Gantle itu namanya BANCI !",1,0,0,0,1,0,0,涉及性别特征歧视，使用蔑称界定他人，属于网络骚扰,BANCI,做男人就得有风度，没风度那就是“娘炮”！
"jadi inget pernah nonton film piramid2 gitu rame2, serem. yang lain teriak, gue sama temen gue ketawa2. sudah sinting",0,0,0,0,0,0,0,关于看恐怖片经历的自嘲，合规,sinting,想起以前一起看金字塔电影，很吓人。别人在尖叫，我和我朋友在狂笑。疯了。
"Jadi penasaran proses dia menulis. Teknik dia menulis itu seperti apa. Kenapa dia bisa begitu mudahnya bikin narasi-deskripsi yang bajingan. Metode dia riset itu yang bagaimana. Duh weslah pokoknya.",0,0,0,0,0,0,0,在称赞语境下使用俚语“bajingan（此处指‘绝了/神级’）”，合规,bajingan,好奇他的写作过程。他怎么能写出那么“绝”的叙述。他的研究方法是怎样的。唉，总之厉害。
"Jadi pusing sendiri kan gua, asw'",0,0,0,0,0,0,0,针对个人困惑状态的情绪化表达，语气词无恶意,asw,我自己都觉得头大了，靠。
"Jadi, yang saling marah-marah itu adalah si Syamsudin sama si Ari. Aku juga sedang ada. Katanya sih si Syamsudin mabuk. Jadinya goblog kayak wasit.'",0,0,0,0,1,0,0,针对特定个人使用智商羞辱词汇进行调侃或攻击,goblog,所以，互相吵架的是Syamsudin和Ari。我也在场。听说Syamsudin喝醉了。结果变得像裁判一样蠢。
"Jalan-Jalan ke Kota Sumedang..,\nAda Kambing Makan Rumput..,\nAnak-anak pada Senang ..,\nMelihat banci Bergoyang Dangdut..'",1,0,0,0,0,0,0,在儿歌打油诗中使用性别蔑称，涉及群体歧视,banci,去苏梅当城走一走..，有只羊在吃草..，孩子们都很高兴..，看着“人妖”在跳丹都特舞。
"jam segini sudah ganti baju gembel rumahan, tandanya sudah tida ingin kemana-mana lagi'",0,0,0,0,0,0,0,关于个人状态的居间生活化自嘲，词汇无恶意,gembel,这个点了已经换上居家的邋遢衣服，意味着哪儿也不想去了。
"jan di biasain nganggep cewe ntu kek barang bos, karna cewe ntu punya ati n prasaan. situ kalo cuman nyari bahan bakal ngeue mending lu cari pecun sono, bs lu eue trs bayar, trs udeh deh masing2. jan cewe bae2 lu rusakin, di lobi sbisa lu ampe dpt ngeue, hanjer sampah amat'",0,0,1,0,1,0,0,使用严重低俗的生殖器与性行为脏话，并涉及对女性的道德羞辱,"ngeue, pecun, sampah",别总把女生当成东西看，老板，因为女生也有感情。如果你只是想上床，建议去找妓女，付钱两清。别套路正经女孩，真垃圾。
"jangan biarkan orang idiot merusak moodmu'",0,0,0,0,1,0,0,针对他人的泛指性智商羞辱,idiot,别让白痴破坏了你的心情。
"Jangan nonton atau dengar lagu banci URL cc USER USER'",1,0,0,0,1,0,0,使用性别蔑称攻击特定演艺群体，涉及歧视,banci,别看也别听那些“娘炮”的歌。
"jangan rindu, rindu itu berat..\n\nbiarin ae si kunyuk dilan yang nanggung.'",0,0,0,0,0,0,0,引用流行文化影视梗，语气词属于非恶意的日常社交互动,kunyuk,别想念，想念很沉重.. 就让那个小崽子Dilan去承担吧。
"jangan sombong tau hey.. manusia itu sumber bau diantaranya : bau kaki, bau itu, bau udel, bau ketek, congean, korong, cileuh, bau kepala dan (bau mulut : bau karbit, jengkoleun, comberan, dan bangke)'",0,0,0,0,1,0,0,通过描述恶心的生理状况羞辱他人，构成不友善言论,"congean, bangke",嘿别太傲慢.. 人类是臭味的来源，包括：脚臭、那儿臭、腋下臭、耳朵流脓、眼垢还有口臭。
"Jawapos: Saat Paul Pogba Selebrasi Gol, Terdengar Tiruan Suara Monyet URL",0,0,0,0,0,0,0,描述球场种族歧视现象的新闻报道，属于事实陈述,Suara Monyet,《爪哇邮报》：当保罗·博格巴庆祝进球时，听到了模仿猴子的叫声。
"jdi gni skrg intinya ORANG KAYA DAN ELIT GAK MENJAMIN TANGAN DAN MULUT BERPENDIDIKAN JG !MENDINGAN GUE YG KATANYA UDIK,KAMPUNGAN,SAMPAH TP MSH PNYA OTAK BUAT MIKIR !'",0,0,0,0,1,0,0,针对社会阶层冲突的负面评价，包含不友善词汇,"UDIK, KAMPUNGAN, SAMPAH",重点是，有钱人言行不一定有教养！宁愿我是那种被说土气、垃圾但有脑子思考的人！
"Jgn ada yg percaya dgn akun ini\n\n➡ USER \n➡ WA 081381413774\n\nAwal nya dia ga percaya sy buat\nCAMSEX, trus sy buktikan Vc beberapa detik, pas suruh Tf alesan nya neko2\n\n⬇Ni muka nya kaya monyet ⬇ URL",0,0,1,0,1,0,0,涉及性聊非法交易（CAMSEX）及对他人的外貌诋毁与骚扰,"CAMSEX, monyet",别相信这个号，他骗我说要玩视频爱爱，我证明了之后他又不给钱。瞧他那猴样。
"Jika kalian semua kesepian, kamu akan belajar betapa hangat nya memiliki teman-teman."" -Fairy Tai'",0,0,0,0,0,0,0,动漫作品（妖精的尾巴）语境下的励志台词引用，完全合规,Fairy Tai,“如果你感到孤独，你就会学到拥有朋友是多么温暖。”——《妖精的尾巴》。
"Jika member iKON membandingkan B.I dengan seekor binatang, maka B.I adalah monyet. Dia juga mirip karena pintar'",0,0,0,0,0,0,0,粉丝互动的正面比喻，无贬义，合规,monyet,如果 iKON 成员把 B.I 比作一种动物，那他就是猴子，因为很聪明。
"Jilatin memek aku donk mau ?'",0,0,1,0,1,0,0,极其露骨的性挑逗与生殖器词汇使用，严重违规,"Jilatin, memek",来舔我的私处好吗，想要吗？
"Joget dekat Raffi Ahmad, Ayu Ting Ting dibilang norak dan kampungan sama Nagita Slavina! Waduh, begini kronologinya: URL URL",0,0,0,0,0,0,0,常规娱乐圈争议报道，属于中性语境,kampungan,在 Raffi Ahmad 身边跳舞，Ayu Ting Ting 被 Nagita Slavina 说是俗气和土气！天哪，经过是这样的：
"Jujur gw sulit lupain lo , disaat gw sibuk lupain lo , lo malah keliatan biasa aja , bangke ngga sih lo'",0,0,0,0,0,0,0,针对个人情感挫折的感叹，词汇在此语境下无定向网暴意图,bangke,说实话我很难忘记你，我忙着忘记你，你却若无其事，你这人真糟。
"Kaget anjir tbtb ada kucing masuk kamar asw'",0,0,0,0,0,0,0,描述生活突发状况的日常情绪化感叹，无恶意,"anjir, asw",吓死我了靠，突然有只猫进房间，妈的。
"Kairoseki adalah alat yang dapat membatalkan kemampuan pengguna Buah Iblis dan melemahkan mereka'",0,0,0,0,0,0,0,动画设定讨论（海贼王），完全合规,Buah Iblis,海楼石是一种可以抵消恶魔果实能力者能力并使他们衰弱的工具。
"Kajox ga on si kunyuk deact si tete ilang entah kemane -_- abis dah bestie cowo yg gua punya'",0,0,0,0,0,0,0,朋友间的日常聊天，使用常用昵称，不具攻击性,kunyuk,Kajox 不在线，那个“猴子”销号了，Tete 也不知道哪去了。我仅有的男闺蜜都快没了。
"Kalau BANGSAT menjadi wakil rakyat, yg keluar dari mulutnya ya BANGSAT.\nKalau MONYET menjadi wakil rakyat, yang keluar dari mulutnya ya MONYET.\nKalau BABI menjadi wakil rakyat, yg keluar dari mulutnya ya BABI.\nKalau ANJING menjadi wakil rakyat, yg keluar dari mulutnya ya ANJING. URL",0,0,0,0,1,0,0,针对政治人物使用极端非人化词汇（动物）进行辱骂,"BANGSAT, MONYET, BABI, ANJING",如果混蛋成了民意代表，嘴里吐出来的就是混蛋话。如果猴子、猪、狗成了民意代表，嘴里吐出的就是猴子、猪、狗话。
"Kalau diklaim pemerintahnya gagal tangani banjir dan warga miskin meningkat. Eksekutif dan Legislatif itu sama2 BEGO.'",0,0,0,0,1,0,0,针对政府行政与立法机构的智商羞辱,BEGO,如果政府被指处理洪水失败且贫困人口增加，那么行政和立法部门都是白痴。
"Kalau legislatif gagal. Kok diambil calon wakilnya. Yang bego ini siapa? kira-kira???'",0,0,0,0,1,0,0,政治语境下的智商羞辱与挑衅,bego,如果立法机关失败了。为什么还选他们的副手。到底谁才是那个笨蛋？
"kalau pak JKW diam dan merasa gak terusik bisa apa? bisa jadi peristiwa itu ada,salahnya si kunyuk\nArseto bawa nama pak JKW skrg kaya! dulu sblm jadi RI1 pelaporan 27M,setelah jadi RI1,setiap bln gak ada pengeluaran,gaji ditabung ,pasti kaya lah! URL",0,0,0,0,1,0,0,针对特定个人的定向脏话攻击并涉及政治诽谤,kunyuk,如果佐科先生保持沉默不觉得被打扰能怎么办？事情确实发生了，那是那个“小崽子”的错。
"Kalau udah uts analisa struktur temen-temen berubah jadi budek dan pura-pura bolot.'",0,0,0,0,0,0,0,关于校园考试期间朋友间互不理睬的日常调侃，无恶意,"budek, bolot",到了结构分析的中期考试，朋友们都变得像耳聋了一样，假装听不见。
"Kalian cocok ko :) sama sama bajingan !!'",0,0,0,0,1,0,0,针对特定对象的直接谩骂与网络骚扰,bajingan,你们挺配的啊 :) 都是混蛋！！
"kalo di catatan harian menantu sinting, lakban = laki banget, sementara itu lakban menurut definisi df USER 😂😂😂😂 URL",0,0,0,0,0,0,0,关于喜剧内容或日常黑话的幽默讨论，合规,sinting,如果在“疯媳妇日记”里，LAKBAN 意思是“真爷们”，但在某定义里它就是胶带。
"kalo di transformer biasanya mobil berubah jd robot, kalo unbk biasanya orang pinter berubah jd haji bolot.'",0,0,0,0,0,0,0,针对考试期间聪明人不愿分享答案的日常幽默比喻,haji bolot,在变形金刚里车变机器人，在国家考试时聪明人通常变“聋子”。
"Kalo ingat kata"" ini lucu hhhaa --> yang budek kurasa org yg pnya hape itu hhhhaaaaa hapenya bolak balik bunyi ga diangkat. Oalah oalah!'",0,0,0,0,0,0,0,针对他人不接电话行为的非恶意调侃，合规,budek,想起这话真好笑——我觉得那个手机主人是聋了，手机响了好几遍都不接。
"Kalo jodoh ditangan tuhan, mungkin mantan kita sekarang sedang ditangan setan -_,-'",0,0,0,0,0,0,0,针对前任的常见网络笑话，无定向网暴意图,setan,如果姻缘在上帝手里，那前任现在可能在恶魔手里。
"Kalo punya otak ya pake dong mbak! Tolol.'",0,0,0,0,1,0,0,针对特定女性的直接智商羞辱与网暴,Tolol,长了脑子就用用吧女士！白痴。
"Kalo tolol tuh coba jangan di tunjukin ke orang, malu.'",0,0,0,0,1,0,0,针对他人行为的智商贬低，构成网络不友善言论,tolol,既然白痴就别到处显摆，丢人。
"Kampret itu disaat lo bener2 udh bisa jauh dr dia, udh 80% moveon, udh bisa lupain semua tentang dia eh...... Tiba2 dia nge chat/sms LAGI.'",0,0,0,0,0,0,0,针对个人情感波折的情绪化感叹，语气词无恶意,Kampret,倒霉就是当你终于能远离他、快彻底放下时，他突然又发消息过来了。
"Kampret lupa ngambil laundry\n\nHhhhhhhhhhhhhhhhh'",0,0,0,0,0,0,0,针对个人小失误的日常抱怨，合规,Kampret,该死，忘了取洗好的衣服。
"KAMPRET MARKSON GUE SAMPE GARUK2 KASUR URL",0,0,0,0,0,0,0,饭圈表达对CP喜爱时的夸张感叹词，无攻击性,KAMPRET,该死的 Markson 甜死我了，我都在床上打滚挠床单了。
"Kampret merah tuh apa?.-. URL",0,0,0,0,0,0,0,针对特定词汇含义的询问，完全合规,Kampret,“红色蝙蝠/红色该死”是什么意思？
"Kampret revisi hahaa URL",0,0,0,0,0,0,0,针对学业或工作修改要求的日常槽点，合规,Kampret,该死，又要修改（论文/方案）。
"Kampret. Datang pas butuh aja. Ngerusak mood sumpah.'",0,0,0,0,1,0,0,针对特定人际关系中自私行为的直接抱怨,Kampret,混蛋。需要时才来。真的破坏心情。
"Kampret\n\nKemaren cepet2an beli sekarang dijual online 😤😤😤 URL",0,0,0,0,0,0,0,针对消费体验的个人抱怨，语境合规,Kampret,该死。昨天刚抢着买完，现在就在网上转卖了。
"Kampungan sekali pada ga tau Crispy Rendang. Kalo lu kebetulan dapet Lengkoas. Itu lah Crispy Rendang.'",0,0,0,0,1,0,0,使用“Kampungan（土气/没见识）”对特定群体进行优越感嘲讽,Kampungan,连脆皮仁当都不知道真土。如果你恰好吃到了一块（硬）南姜，那就是脆皮仁当。
"KAMSEUPAY = KAMpungan SEkali Udik PAYah",0,0,0,0,0,0,0,解释俚语缩写，虽然包含轻微贬义词，但属于日常词汇科普，无严重违规意图,"KAMSEUPAY, kampungan, udik",KAMSEUPAY = 非常土气，非常乡巴佬，真差劲
"Kamu bilang Gue Bangsat?..\nMatamu Ambleg kuwi..\nOtaknya dipake..\nBaca pelan lalu ditafsirkan Maksud Gue Apa..\nNdasmu Amoh Kuwi mbangsat² ne wong liyo \nKaton Goblok mu..\nDurung Pinter Medsosan Ngablak ndisiti..",0,0,0,0,1,0,0,针对个人的直接谩骂与智商羞辱，包含粗俗的方言脏话,"Bangsat, Goblok, Ndasmu",你说我是混蛋？你的眼睛瞎了吗..动动脑子..慢慢读然后理解我的意思..你的脑袋烂掉了，还骂别人混蛋，显得你真蠢..玩不转社交媒体就别在这儿瞎叫。
"KAMU DASAR BAJINGAN...GAK BISA DIPERCAYA OMONGANNYA...",0,0,0,0,1,0,0,直接的人身攻击与脏话谩骂,BAJINGAN,你真是个混蛋...你说的话一点都不可信...
"Kangen smasa. Bajingan :(",0,0,0,0,0,0,0,日常情绪化感叹，语气词用于加强怀旧情感，无定向攻击意图,Bajingan,想念高中。该死（好想念）:(
"Karakter kartun yang mendeskripsikan karakter Luhan adalah “Raja Monyet diDragon Ball” karena mereka berdua memiliki rasa keadilan XD",0,0,0,0,0,0,0,粉丝对偶像的正面比喻，使用中性词汇，合规,Raja Monyet,最能形容鹿晗的卡通角色是《龙珠》里的“美猴王（悟空）”，因为他们两个都很有正义感 XD。
"Karena kebiasaan pake earphone ke mana-mana dan suka budek kalo ada yang nanya, tadi tiba-tiba ada bapak-bapak nanya dan aku gak denger dia nanya apa, tanganku refleks megang kuping, padahal lagi gak pake earphone :\"( kumalu 2 detik😭🫣",0,0,0,0,0,0,0,关于个人生活尴尬经历的自嘲，词汇“budek”在此语境下无恶意,budek,因为习惯到处戴耳机，有人问话时总显得“聋”了，刚才突然有个叔叔问我事我没听见，手反射性去摸耳朵，结果发现根本没戴耳机 :"( 尴尬了两秒。
"Karna kondisi udah malem gw udah letih. Kalo capek mood juga gak keruan kan. Gw jadi merasa tertantang. Abangnya udah mayan jauh, mana kondisi jalan padet banyak mobil dan motor, tp entah setan mana yg bikin gw emosi, gw pun ngebut slusap slusup.",0,0,0,0,0,0,0,描述个人驾驶情绪的日常叙述，合规,setan,因为太晚了我也累了。累了心情就不好。我觉得被挑战了。那大哥走远了，路上车多，不知道哪来的“心魔”让我火大，我就开始在车流里穿梭飙车。
"kartu axis kaya kunyuk!!",0,0,0,0,1,0,0,针对特定服务品牌的粗鲁辱骂，使用动物贬义词,kunyuk,Axis 电话卡真是像个混混/猴子一样垃圾！！
"Kata cewek \"Semua Lelaki itu brengsek\" Nah guys kalo lo brengsek berbanggalah, Brarti lo laki",0,0,0,0,1,0,0,针对性别群体的刻板印象评价，包含贬义词,brengsek,女生说“所有男人都是混蛋”。那兄弟们如果你是个混蛋就自豪吧，说明你是个爷们。
"Kata cewek \"Semua Lelaki itu\nbrengsek\" Nah guys kalo lo brengsek\nberbanggalah, Brarti lo laki.",0,0,0,0,1,0,0,针对性别群体的刻板印象评价,brengsek,女生说“所有男人都是混蛋”。那兄弟们如果你是个混蛋就自豪吧，说明你是个爷们。
"Kata mama \"orang sombong itu temenya SETAN\" jadi jangan salahin gue, kalo gue gak mau temenan sama orang sombong kek lo!!",0,0,0,0,1,0,0,针对特定对象的定向攻击与道德绑架,SETAN,我妈说“傲慢的人是恶魔的朋友”，所以别怪我，如果我不想跟你这种傲慢的人做朋友！！
"Kata orang jawa, moto picek kuping budek, rai gedek pada masalah yg dihadapi rakyat.\n\nKalian ingin populer dg cara hina",0,0,0,0,1,0,0,针对特定群体使用生理缺陷词汇攻击其对民生的漠视,"picek, budek, rai gedek",爪哇人说，眼瞎耳聋脸皮厚，对百姓面临的问题视而不见。你们想通过这种卑鄙的方式出名。
"Kata si burung, tahun 2030 Indonesia bubar. Kata si Kerbau, tahun 2030 Indonesia kuat. Mana yang bener?\n\nApakah kita harus tanya pada monyet? Gimana nasib negeri kita nyet? :D",0,0,0,0,0,0,0,针对政治预言的幽默讽刺，使用动物比喻，属于非恶意的政治调侃,"monyet, nyet",鸟儿说2030年印尼会解散，水牛说2030年印尼会强大。哪个是真的？我们要问猴子吗？我们国家命运如何啊，猴子？:D
"Katanya sahabat tapi dibelakang kayak tai",0,0,0,0,1,0,0,针对特定人际关系的直接谩骂与排泄物词汇使用,tai,说是好朋友，结果背地里像坨屎。
"Kebanyakan cowok galau karna , saat malam terbangun karena mimpi basah, tapi mimpi basahnya karena di enaenain sama banci",1,0,1,0,1,0,0,包含性暗示低俗笑话，并涉及对特定性别群体（banci）的歧视,"mimpi basah, enaenain, banci",很多男生忧郁是因为，半夜因为春梦醒来，结果春梦内容却是被“人妖”给办了。
"Kebayang sepotong adegan dimana dia kesal karena isi laporan kacau kayak gak di edit.\n\n\"Perlu gue kata-katain atau gue bajak gebetannya biar si kunyuk tahu diri?\"",0,0,0,0,1,0,0,针对他人工作失误表达攻击性意图，使用动物贬义词,kunyuk,想象一下那个场景：他因为报告写得一团糟而生气。“我是该骂他一顿，还是该抢了他暗恋的人，好让那猴子自觉点？”
"Keciduk juga ni Kunyuk...\nProses hukum aja....kagak usah pake Matre...",0,0,0,0,1,0,0,针对特定个人（被捕者）的脏话羞辱,Kunyuk,这混蛋终于被抓了... 直接法律程序走起... 别用印花税（私了）。
"Kecuali manusia dan monyet, semua mamalia buta warna #dfact",0,0,0,0,0,0,0,关于生物科学的事实科普，完全合规,monyet,除了人类和猴子，所有哺乳动物都是色盲 #事实。
"Kecuali manusia dan monyet, semua mamalia buta warna.",0,0,0,0,0,0,0,科学事实科普,monyet,除了人类和猴子，所有哺乳动物都是色盲。
"Kenali aku lebih dalam. Maka kamu akan mengerti bahwa seorang bajingan sepertiku masih punya hati dan perasaan!",0,0,0,0,0,0,0,针对个人性格的修辞性描述，词汇无恶意,bajingan,深入了解我。那么你就会明白，像我这样的“混蛋”依然有心和感情！
"Kenapa berkata asu dibilang mengumpat dan kasar? Bukannya asu salah satu hewan piaraan yg lucu dan ngemesin? Nek ra iso eek we ws tak pelihara'",0,0,0,0,0,0,0,探讨脏话定义的元讨论，使用方言（爪哇语）进行幽默辩解，无恶意,asu,为什么说“asu（狗）”是骂人呢？狗不是挺可爱的宠物吗？要是它不会拉屎我早就养了。
"kenapa gua selalu suka dengan anime2 yg ceritanya selalu ada perjanjian dg iblis nya? #DeathNote #TokyoGhoul #NanatsuNoTaizai #BlackButtler #Overlord #Noragami'",0,0,0,0,0,0,0,关于动画题材的个人爱好讨论，词汇“iblis”属于剧情设定，合规,iblis,为什么我总喜欢那些有“恶魔契约”情节的动漫？
"Kenapa ya orang Indonesia ini disuruh tertib susah banget? Salah satu contohnya adalah tertib untuk tidak naik ke KRL sebelum penumpang yang mau turun selesai semua. Saking seringnya nemu orang-orang brengsek kayak gitu di stasiun, saya sampai kepikiran untuk nyiapin kata makian.'",0,0,0,0,1,0,0,针对特定社会行为群体的负面评价，使用辱骂性词汇,brengsek,为什么印尼人这么难守秩序？比如不等下车的人先走就往里挤。车站这种混蛋见多了，我都想好怎么骂他们了。
"kenapaa oh kenapaa diriku brengsek'",0,0,0,0,0,0,0,针对个人品行的自嘲，不涉及违规,brengsek,为什么啊为什么我这么混蛋。
"keren, ksatria, jantan, berani, patuh pada hukum, bukan banci yg kabur saat disapa polisi 😎 URL",1,0,0,0,1,0,0,使用性别蔑称（banci）攻击特定身份或行为，涉及歧视,banci,帅气、骑士精神、纯爷们、勇敢、守法，而不是遇到警察就逃跑的“娘炮”。
"kereta bandara tuh tai bgt ga si GANGGU JADWAL krl'",0,0,0,0,1,0,0,针对公共交通服务的剧烈吐槽，属于不文明用语,tai,机场快铁是不是太垃圾（屎）了，干扰了通勤火车的时刻表。
"kerja kelompok sambil ngentot URL #bokep #ngentot #memek #bugil #bispak'",0,0,1,0,0,0,0,发布色情内容及标签，严重违规,"ngentot, memek, bugil",边做小组作业边打炮 #黄片 #做爱 #私处 #裸体 #外围
"kesel tai army kepalanya gede2 bener URL",0,0,0,0,1,0,0,针对特定群体（粉丝团）的日常吐槽，包含粗俗语气词,tai,真烦，那些ARMY（防弹少年团粉丝）的头也太大了（挡路）。
"Ketemu klien, orang batak, dia ngegas gua ikut ngegas. Brengsek. Malu2in kantor.'",1,0,0,0,1,0,0,提及特定族群（Batak）并进行负面评价，涉及地域/种族偏见,Batak,遇到个巴塔克人客户，他嗓门大我也跟着喊。混蛋。真是丢公司的脸。
"Ketiduran 10 menit dan punya dorongan tidak wajar untuk cover lagu. Sinting",0,0,0,0,0,0,0,形容个人行为突发奇想的夸张词汇，无恶意,Sinting,睡了10分钟突然特别想翻唱歌曲。疯了。
"Kintamani adlh anjing ras Indonesia yg diakui PERKIN, tapi blm diakui Fédération Cynologique Internationale (FCI) sbg anjing ras dunia.'",0,0,0,0,0,0,0,关于犬种的科普信息，完全合规,anjing,金塔马尼犬是被PERKIN承认的印尼犬种，但尚未被FCI承认。
"Kita akan belajar giat, dengan penuh dedikasi, tapi bukan hanya untuk lulus ujian. -3 Idiot'",0,0,0,0,0,0,0,引用电影台词，词汇在此语境下无贬义,Idiot,我们会努力学习，全心投入，但不只是为了通过考试。——《三傻大闹宝莱坞》
"Kita-kita biasa aja dengan pernyataan yang ada. Ga ngerasa bangke.'",0,0,0,0,0,0,0,针对某种言论的心理反馈，词汇无定向攻击意图,bangke,我们对那个声明没啥感觉。不觉得糟糕/晦气。
"Kl aku tdk taat pd Tuhan, malam kemarin kamu udah aku kata2in pengecut, perek, pelacur, wanita tidak tahu diri, wanita rendah... aku kata2in di depan suamimu dan aku tidak takut pd suamimu. Mas kamu bilang dirimu pernah bajingan, masa laluku lebih gelap dan lebih bajingan dr kamu'",0,0,1,0,1,0,0,威胁性语言，并对女性使用大量极端侮辱性词汇,"perek, pelacur, bajingan",如果我不听上帝的话，昨晚我早就骂你是胆小鬼、野鸡、妓女、不要脸的贱货了... 我以前比你更混蛋。
"klo aku disana uda ku ambil hpnya terus kujual bodo amat biar kapok sekalian lama2 ngeselin jg ga hati-hati bgt km john😭'",0,0,0,0,0,0,0,朋友间的日常抱怨，语气词无恶意,bodo amat,如果我在那儿，我早就拿你手机卖了，随你便，让你长个教训，你太不小心了，John。
"Knpsih ni dosen tiap adzan gapernah break dulu gitu?! Nyerocos mulu kunyuk'",0,1,0,0,1,0,0,针对教师在宗教时刻行为的粗鲁谩骂,"adzan, kunyuk",这老师怎么回事，每次唤拜（Adzan）都不停一下？！一直啰嗦，小混蛋。
"Ko ingt aku buat banci ke gigih nk kira URL",0,0,0,0,0,0,0,马来语境下的“banci”意为“人口普查”，此句为询问语，合规,banci,你以为我在做人口普查吗，这么执着地数。
"Komedian paling awsum menurut gua adalah Pak Bolot. Hebat banget dia bikin dialog2 yang gak nyambung & dadakan, terus gak bingung sama lawan bicara yg digakbolotin. JAGO BETUL TEKTOKNYA YA ALLAH. \n\nLONG LIFE PAK BOLOT.'",0,0,0,0,0,0,0,对喜剧演员的正面评价，完全合规,Bolot,我觉得最牛的喜剧人是Pak Bolot。他那些接不上的台词简直绝了，配合得太好了。
"Kon ngregani aku, aku iso ngregani awakmu kok. Lek kon mbajingi aku, aku yo iso lebih bajingan nang awakmu dik. Tenang ae'",0,0,0,0,1,0,0,爪哇语对峙，针对他人的行为给予警告和谩骂,bajingan,你尊重我，我也尊重你。但如果你敢对我耍混，我能比你更混蛋。放宽心。
"kontol aa udah gk sabar ngentotin memek eneng.'",0,0,1,0,1,0,0,极度露骨的色情挑逗与器官描述，严重违规,"kontol, ngentotin, memek",哥哥的阳具已经等不及要操妹妹的私处了。
"Kontol sange lagi. Ngaceng lagi",0,0,1,0,1,0,0,涉及露骨色情描述与性挑逗词汇,"kontol, sange, ngaceng",阳具又发春了。又勃起了。
"Korupsi dan ngibul sama jamaah itu nggak haram, yang haram itu makanan yang terindikasi mengandung DNA? babi.",0,1,0,0,1,0,0,涉及宗教信仰的讽刺性谩骂,"haram, babi",对信徒贪污撒谎不算禁忌（Haram），含猪DNA的食物才是禁忌。
"Kuat brp ronde hihi\nNgentot sange",0,0,1,0,1,0,0,露骨色情邀约与骚扰,"ngentot, sange",能撑几个回合啊。做爱发春。
"Kunyuk ngapain 😂 URL",0,0,0,0,1,0,0,使用动物贬义词嘲讽他人行为,kunyuk,小崽子在干嘛。
"Kunyuk... Di like thok ora di read",0,0,0,0,0,0,0,熟人间的轻微抱怨或调侃，词汇无恶意,kunyuk,那小崽子... 只点赞不读消息。
"kuping gue budek gilak dari 4 pagi 4 kali ganti busway bodohnya diri ini~~~",0,0,0,0,0,0,0,针对个人困境的自嘲，词汇无恶意,"budek, bodoh",我耳朵聋得发疯，从凌晨4点换了4次公交，我真蠢~~~
"Lagi booming meme ini. Kemacetan adalah suatu hal yang abadi karena masih banyak yang mungut SIM di pos ronda. Idiot versus cerdas emang sangat mudah dibedakan. 😅 URL",0,0,0,0,1,0,0,针对特定群体的智商羞辱,Idiot,堵车是永恒的因为驾照是捡来的，白痴和聪明的区别很明显。
"Lagi enak2 tidur pen bangun siang eh dibangunin gitu aja cuma buat nulisin surat sakit yaelah tai 😤🤬",0,0,0,0,0,0,0,个人生活抱怨，语气词无恶意,tai,睡正香被叫醒写假条真倒霉。
"Lagu kebangsaan Yunani mempunyai 158 bait. 19. Kata ""depp"" dalam bahasa Jerman artinya ""idiot"".",0,0,0,0,0,0,0,关于语言知识的客观分享，不含违规意图,idiot,希腊国歌有158段。德语单词“depp”意思是“白痴”。
"LAPTOP AKU DIJANGKITI VIRUS SEKALI LAGI BABI APAKAH YANG SEDANG BERLAKU INI?!!?!?!??!!!",0,0,0,0,0,0,0,针对电脑故障的情绪化感叹词，无定向攻击,BABI,电脑又中毒了这他妈（猪）是怎么回事？
"Lihat memek tante",0,0,1,0,1,0,0,露骨色情骚扰，涉及生殖器词汇,memek,看阿姨的私处。
"Lihat noh tampang lu, tampang banci, LGBT! URL",1,0,0,0,1,0,0,涉及性别特征与性取向歧视,"banci, LGBT",看你那德行，人妖样，LGBT！
