text,category,misogyny,target
@DimaSadek مین هی هالصحفیه ؟ حقنا نعرف اسمها لو سمحتی,none,none,none
@DimaSadek عنجد انك وحدة بيهمة و ما بتفهمي لانو حشا قيمة الحمار كان فهم  يا بلا فهم,discredit,misogyny,active
@yumnafawaz انتي الوحيدي اللي فاهمي راسن �,none,none,none
"@DimaSadek طيب روحي نامي يرضى عالخلفوكي
ونداءء كمان
ومعلومات ومصدقة حالها
بتعرفي شو مغزى كلامك
بدهم يفتحوا الطرقات… https://t.co/Lfn6gkbCU8",none,none,none
@Jessicaazar هلق صرتي تعملك حالك بريئة يا خسيسة يا واطية على فكرة انت خسرتي بالاتتخابات ما تحلمي فيها انت ورئيسيك جعجوعة,discredit,misogyny,active
رامز القاضي ..نانسي السبع .. حليمة طبيعة و جويس عقيقي ..مراسلين يتمتعون بمهنية عالية و حرفية بالتعامل مع الحدث… https://t.co/FJwz0gagEe,none,none,none
"نانسي السبع راح تنتحر دفاعا عن 
حراك جعجع وحراك بديعوت احرونوت",none,none,none
@alikama62751286 @FaresHalabi @yumnafawaz يقطع عمرك ما زال بتحب القطع ولغتك اللي بتفهم فيها,damning,misogyny,active
@DimaSadek انشالله بيقبرك !!!على قلبك قاعد كلن بهل وقت قاعدين عم يسمعو غصب عنك�طقي وفرقعي https://t.co/OVKfVIQBme,damning,misogyny,active
@NicoleHajal الله ربك يا مطران كل الطوائف .بوسه عجبينك .كلامك كلام رباني كلام حق.,none,none,none
@DimaSadek حضرتك اوسخ من الوسخ نفسه,discredit,misogyny,active
@DimaSadek سدّي � الهي بتروحي دعس بين الاجرين . يا قادر يا كريم �,damning,misogyny,active
@DimaSadek جبتيها على الجرح صح,none,none,none
"@DimaSadek عشان يصير اشتباكات و تكمل!
اينشتاين عصرك",none,none,none
@DimaSadek @SufianSamarrai #ديما_الراقيه �,none,none,none
@DimaSadek انا سكري بوزك احسن يا وسخه,discredit,misogyny,active
@DimaSadek لولا سلاحو للسيد كنتي هلأ انتِ و أمثالك بسوق العبيد عم تنباعوا للدواعش يا فهمانة,none,none,none
@DimaSadek انتي وحدة مشبوهة واطية وشششس,discredit,misogyny,active
@DimaSadek كثير سخيفة يا ديما,discredit,misogyny,active
@DimaSadek ديما الواطية بتتنفس شتائم ����,discredit,misogyny,active
@yumnafawaz شو الهيئة القبضة كبيرة�,none,none,none
@DimaSadek الشجرة المثمرة ترشق بالحجارة، لا تسمي بدنك وتردي على الحشرات الالكترونية..اكبرهم قاعد ورا شاشة لابتوب وا… https://t.co/659Ds1S9S6,none,none,none
@DimaSadek برافو دمدوم شو طابخة اليوم,none,none,none
@DimaSadek معها حق شكلك وصوتك بيسدو النفس ما بلومها����,stereotyping & objectification,misogyny,active
@3AlaaHussein @DimaSadek طول عمرها معن للسياسيين هلأ صارت ضدن كبروا عقلكن و بطلوا عادة تأله حدا كلن كذابين و هيي اول وحدة,discredit,misogyny,active
@yumnafawaz استحي و بطلي تأليف,none,none,none
@DimaSadek الرجل حر... وشكرا,none,none,none
ايا شريف بهالبلد بس يخلعها قتلي ل @DimaSadek  ويخرق اختا بالقتل ويحط صورة السيد وعلم الحزب على راسها بس لو قريبي علينا يا خنزيري ..,threat of violence,misogyny,active
@DimaSadek لان ما لاقو اوطى منك انت الاساس يا مدام,discredit,misogyny,active
@DimaSadek ههههههه ما كتير تنبسطي اذا بدن يرفعو الغطا ح يقشو تلات رباع المتزظعرنين� وتتدخل شرطة الاداب ف اندفسي وابكي,stereotyping & objectification,misogyny,active
@DimaSadek ولك انت اءا بتسيدي لا نيعك والله اريح وانجح للثورة ولا جوزك خليكي ساددتيييييييي,discredit,misogyny,active
@DimaSadek ست ديما قوليلي لي ما بتنزلي تغريدة ع هيدي الصورة؟؟؟انت مصدر اخبارنا ما بصير تخذلينا https://t.co/q4Kh2TriUq,none,none,none
@DimaSadek يقطع عمرك شو مقرفه تفي  تفي,discredit,misogyny,active
@Ayoubfns @DimaSadek هيدا بيعني انها قاهرتن وبدنا نشوف كتير بعد من هالفئة انشالله تقضى على هاشتاغ,none,none,none
@DimaSadek عم يقولوا حليفك أبو بكر البغدادي سقط اليوم,none,none,none
@DimaSadek يخرب بيتك ما اهضمك ��,none,none,none
"@yumnafawaz حريه الراي والتعبير 
#كي_لا_ننسى",none,none,none
"@DimaSadek عاهرة 
إنضبي سعرك ريال",discredit,misogyny,active
@yumnafawaz @rayaelhassan انت عم تتهمي الجيش بتواطئ,none,none,none
@berrynawal انت وحدة كذابة,discredit,misogyny,active
@DimaSadek عقبال اسقاطك من التويتر,discredit,misogyny,active
@DimaSadek #ديما_الواطية  تفه عشرفك واطية,discredit,misogyny,active
@DimaSadek تاج راسك يا صرماية,discredit,misogyny,active
@DimaSadek بدي اسال سؤال ، شو عاملي هل مخلوقة حتى بتسبوها نهار و ليل ؟ جد والله عم اسال لان انا بهل فترة صرت بحضر ت… https://t.co/3gbHSS4vX9,none,none,none
@DimaSadek انتي ليش بتردي على هيك قصص و تحرقي دمك و طاقتك؟,none,none,none
@DimaSadek نزلي ليدعوسوكي,threat of violence,misogyny,active
"@DimaSadek @Byoussef عاساس انت وكيلة الثورة و الحراك؟؟ انت شو خصك ؟؟ تلات ارباع الفاسدين اصحابك 
خفيها شوي مش لبقتلك",none,none,none
"@yumnafawaz مسطولة 
مفوخرة 
وبالاخر قلعوطة",discredit,misogyny,active
@LbciLebanon @DimaSadek مناضلة انتي يا ست ديما,none,none,none
"@NicoleHajal برافوووووو نيكول .
هذا لبنان .",none,none,none
@DimaSadek مش بس واطيه وكذابه كمان���,discredit,misogyny,active
@DimaSadek ممكن كتير يكون صح هل الخبر، اليوم الصبح قرأت انه بالاجتماع الأمني مهمة فتح الطرقات لح تكون بتعاون كل الأجهزة ميدانيا و لوجستيا,none,none,none
@DimaSadek يا ريت والله يقبرك �,threat of violence,misogyny,active
"@wass46443840 @DimaSadek ديما "" أيقونة الثورة وصوت لبنان",none,none,none
@yumnafawaz هيدا نتيجة الشتم والسباب يا فهيمة,none,none,none
@SaraAssaf @berrynawal المتسلقة،العييشة،المزيفة تتكلم عن الأبواق. انتي كنتي تستجدي صورة في بيت الوسط وتترجي لتاخدي… https://t.co/YckZgjNuFt,discredit,misogyny,active
"@riadkobaissi @DimaSadek يسلم تمك 
قووووووية",none,none,none
@DimaSadek ديما بدي قلك تفه عليكي بنص وجك و وج اللي خلفوكي انت و ايقونة الفورة,discredit,misogyny,active
@ProtestsLebanon @yumnafawaz @Lebanon24 عنجد هالصحفي غريب انه لازم يفهم انهم احترقوا من زمان ما بدها بنزين مكشوفة,none,none,none
@yumnafawaz شو مزعل حضرتك،، عاملة فيها صحفية بلا ما نحكي عن فشلك به المجال,discredit,misogyny,active
RT @I9peC77lbflDHyf: @Mayahaydary @fawaz_bk1 @DimaSadek منرفع راسنا فيكي اختي ��,none,none,none
"@ALJADEEDNEWS نانسي السبع ليست اعلامية 
بوق فتنة",discredit,misogyny,active
"@DimaSadek عنجد انك غبية
 قال صحفية قال �",discredit,misogyny,active
@DimaSadek الله يلعنك وما في اوطى منك,damning,misogyny,active
@berrynawal قصة شعرك ما حلوة ��,none,none,none
@DimaSadek يهنيكي السلامة.صار فيكي تنامي قريرة العين,none,none,none
@DimaSadek عند عقدة جبران �جبران جبرانً جبران باسيل جبرانً خليل جبران جبرانً ابنً جيرانا,none,none,none
@DimaSadek صح بس السيد حامي شرفك بس نحن لح نوصلو للسيد انه مش ضروري يحمي شرفك لأن انت بلا شرف تفووو على شرفك #ديما #الواطية,discredit,misogyny,active
"أنت الأقوى ❤
#كلنا_ديما_صادق 
@DimaSadek",none,none,none
@sarahhosseinii1 @DimaSadek و لا يهمك يا قمر ����,none,none,none
@yumnafawaz @General_Aoun هو بالقصر و أنت بالأوهام عايشة يا حرام ��,none,none,none
@yumnafawaz @saadhariri لك حتى بالتحليل فاشلة �,discredit,misogyny,active
@yumnafawaz @General_Aoun بلا تفاهة شو فارقة معك اذا تسجيل او مباشر المهم عمق الكلمة والزلمي حكى كلام رجل دولة بامتياز,none,none,none
@DimaSadek بس انا بدي اسأل من ٨ ايام هيدا الشعار ليه هلأ بعد ما حكي الرئيس شو كانو ناطرين,none,none,none
"RT @Shrouqsoud: @DimaSadek #ديما_الواطية 
#كلي_درا 
ورأفة بالست الوالده يلي صار صيتها ع كل لسان من المحيط للخليج ياريت تاكلي درا وتمحي التو…",discredit,misogyny,active
"RT @ourwordsreach1: @AliMahd35302025 @DimaSadek العمى شو غبية 
وقوقها تفه",discredit,misogyny,active
@DimaSadek وليحرر بعض المتظاهرين من الولاء الحزبي ، والمبادرة لمساعدة الجيش بفتح الطرقات,none,none,none
@DimaSadek يا متعلمة ع اساس انتي كلاس ومرباية تفه بنص وجك,discredit,misogyny,active
@yumnafawaz ولا يهمك لانو بجل الديب الناس هونيك تهتف ارهابي ارهابي نصر الله ارهابي هههههههههه المصيبة انك بعينين وما تستخدمي الا وحدة هههههه,discredit,misogyny,active
@DimaSadek وانتي شريفة مكي يا عاهره يا عميله تفههه عا شكلك,discredit,misogyny,active
@DimaSadek انظري الى من يحبك وهم اكثر مما تظنين ولا تعيري اي انتباه لمن يشتم، من غير الجبان يهدد ويشتم، تحية من اعم… https://t.co/5XNv8v0SJ8,none,none,none
@DimaSadek الحريري من 2005 لهلئ صار مستقيل 100 مره خفوها شوي,none,none,none
@yumnafawaz أكيد أفلستي انتي ... شو أهم هدف الثورة ؟ مش الفساد ورد الاموال المنهوبة ؟ سمي أسماء الفاسدين كلن بدل ما… https://t.co/h7fPj50Szl,none,none,none
@DimaSadek ما قصّر فيكي! بتستاهلي اكتر #ديما_الطز,derailing,misogyny,active
"RT @ratesh6969: عاهرة الميدان
@DimaSadek https://t.co/nn3pSPytRG",discredit,misogyny,active
@DimaSadek من قال هذا الكلام البذيء عنك هم المواطنين,none,none,none
@DimaSadek عنجد انت غبية,discredit,misogyny,active
@yumnafawaz @rayaelhassan الكل بيعرف هيدا واقعنا السياسي,none,none,none
@DimaSadek دخيلو قلبك الواسع ����������������,none,none,none
@DimaSadek نشالله بضل قاهرك يا خبيثة #يامريضة_موتي,discredit,misogyny,active
@zahraayaghi11 @DimaSadek صدقيني هيدي ما تردي عليها بتنفزر لأنها متل جورة الوسخ بس تحركيها بتطلع ريحتها,discredit,misogyny,active
@yumnafawaz يعني ستحو ديبة و بديعة يحكو متلك يا مثقفة متل ما بتدعي ما بتعرفي الفرق بين الثورة و الحراك و المظاهرة؟؟… https://t.co/g36FTKBAax,none,none,none
@yumnafawaz مش مهضومة يا ام نص لسان,stereotyping & objectification,misogyny,active
@DimaSadek @LBCI_NEWS وانني فشرتي تكوني في الثورة يا فاسدة يا سمسارة https://t.co/P9EedW4F4l,discredit,misogyny,active
@DimaSadek كلنا معكم من كل لبنان,none,none,none
@lhajeeIhssan @amihrez @DimaSadek والله يا حجة ديما حبتك ��,none,none,none
"@ZeinS82216940 @DimaSadek @HichamHaddad57 @LBCI_NEWS نزال 
عالارض بتعرف مطالب 
العالم",none,none,none
@berrynawal سلامتك يا نوال,none,none,none
@DimaSadek منيح نزلو الشيعة ترجعت هيبة الدولة يا حلوة,none,none,none
"@DimaSadek ������������

فيقي ست ديما .. حلمك ما رح يتحقق 
وطبيعي ما في جيش بلبنان الا الجيش اللبناني ، في مقاومة رديفة",none,none,none
@DimaSadek عنجد انك تافه هيدا لهمك ..!,discredit,misogyny,active
@yumnafawaz والله وانتي عم تحيبي الشماسي وعلب الاكل السخن ولا عمويقبضوكي منيح  يا بتاع النعناعةيا منعنع,none,none,none
"@sanaMROWE123 @DimaSadek يلي ما معاجبوا ما ينزل ! يسكت و يضل بالبيت ! 
و بالمناسبة #ديما_الواطية  #ديما_الوطية",discredit,misogyny,active
@DimaSadek انتي كتيرر شرشوحة بتجيبي المسبة إلك و لأهلك ليش!!!,discredit,misogyny,active
@meedamine10 @DimaSadek حرام كانوا يتنمروا عليها لأنها طويلة وهبيلة وبتقولها بكل تأثُّر وإنفعالية ��,stereotyping & objectification,misogyny,active
@DimaSadek انشاالله بيقبر قلبك عنجد,damning,misogyny,active
"@DimaSadek #أحيييي
#طويلة_عرقبتك
#طعمرك https://t.co/uZnnsro8LF",damning,misogyny,active
@yumnafawaz @General_Aoun انضبي ولي وحدة رتش بلا أخلاق احترمي حالك يا تتر,discredit,misogyny,active
@DimaSadek لو تخرسي اشرفلك,discredit,misogyny,active
@DimaSadek @josephinedeeb @AkikiJoyce الصحافة المسيسة تنزل عالشارع و تخلع لباسها الصحافي أما اذا بدها تنزل بلباسها… https://t.co/6NpHuc3ncS,none,none,none
@joey_gs__ @DimaSadek هيدي نتيجة وساختك,discredit,misogyny,active
@Angel08S @DimaSadek ما هو سر جمالك,none,none,none
@DimaSadek يا هبلة لأنو هو اليوم عم يحكي كرئيس للبلد مش بس الحزب ..,discredit,misogyny,active
"@DimaSadek انت بتشتغل يا احمد؟
اعوذ بالله ���
#ديما_الكذابة",discredit,misogyny,active
@DimaSadek يا هبيلة الهبلان ديما صادق صور والنبطية عم يثورو عا معلمك نبيه بري قبل كل الناس لانه حركة الظالمين حرقة قلبهم,discredit,misogyny,active
"@DimaSadek سدي بوزك يقطع عمرك ما اسخقك 
#ديما_الواطية",discredit,misogyny,active
@yumnafawaz امانة اكلتي سحسوح ولا ناطرة القتلة الاكبر ... اصبري عرزقك ���,threat of violence,misogyny,active
@DimaSadek اذا بتعملي معروف وبدي عذبك تسكري بوزك عالاخر,discredit,misogyny,active
@yumnafawaz @General_Aoun #يمنى_الواطية,discredit,misogyny,active
"الحريري اتخذ قراره بالاستقالة
#لبنان_يتنفض @DimaSadek 
...",none,none,none
@DimaSadek نشالله يا رب يقبرك هلق قبل بكرة���,damning,misogyny,active
"@NicoleHajal والله عيب عا صحافيه متلك تلفق اخبار كاذبه خبرينا من وين مصدرك 
يعني اذا الطبله ممنوعه مين مانعن للجماع… https://t.co/YOkV6OjuLv",none,none,none
@yumnafawaz يا ريت تشرحيلنا شو هوي التغيير يلي شفتيه انت وعم تمشي بشوارع بيروت غير الفوضى وبعض الخيم وبأي شي حسيت بالفخر #تافهة,discredit,misogyny,active
@DimaSadek سدي بوزك صرمايتو بتسواكي,discredit,misogyny,active
@DimaSadek @Sarah54765949 عوي بترتايحي يا مدام دولار  تفو https://t.co/q6mw2nyjgf,stereotyping & objectification,misogyny,active
@DimaSadek شوفي الفيديو الأصلي وخليكي موضوعية لو لمرة,none,none,none
@yumnafawaz تبقي حكي كلمتين مفهومين ع بعض و رجعي تفلسفي,stereotyping & objectification,misogyny,active
@DimaSadek انت الملكة يا ست ديما الله يحميكي و يرد عنك و عن عيلتك و اهلك,none,none,none
@DimaSadek نتنه قذرة انت ويلي بشد عمشديك,discredit,misogyny,active
@berrynawal @NadimKoteich الله يعين اهلك عليك,none,none,none
@aymanabd32 @DimaSadek معلوماتي صح ١٠٠% غطينا الحدث وكنا بالساحة كونو صادقين بايصال الحدث للناس,none,none,none
@yumnafawaz يمنى الواطية والصرماية عليكي تسمعي الرئيس وتخرسي������,discredit,misogyny,active
@DimaSadek انت يا اما جحشه يا اما جحشه اذا كنت حره قولي انو السنيوره حرامي والمفتي اللي غطاه فاسد يالله قولي قولي ولا يهمك يا مجويه,discredit,misogyny,active
@DimaSadek يخرب بيتك ما بتشبعي تتبهدلي وتنسبي,derailing,misogyny,active
"#كلنا_ديما_صادق
حلوا عنا @DimaSadek",none,none,none
@DimaSadek #ديما_الواطية  و الحشا واطية �,discredit,misogyny,active
@DimaSadek يا مسطولة يا غبية.. اذا مفكري العهد بيسقط بتفهمي بالسياسة عـ اد ما مِيا خليفة بتفهم بالنووي.. فـ بحب قلك كلي خرا,discredit,misogyny,active
"@DimaSadek عنجد يا قمورة احكي الصراحة 
كم راتبك بالضبط من آل سعود لان معروفين بحبو نسوان لبنان الجميلات امثالك ��������برري ذمتك",sexual harassment,misogyny,active
@yumnafawaz بكيتيني والله ����,none,none,none
@DimaSadek انضبي انشالله بيقبرك #إلا_السيد,damning,misogyny,active
@yumnafawaz بلا كذب بقا لما بسمع هيك بحس حالي ساكن بالمريخ، والاو الكلب يللي ماشي بالشارع صار يعرف انو فيه تمويل كف… https://t.co/QWiCXNxiGN,none,none,none
@DimaSadek الله يحميك انت والشباب نحن بنكبر بهيك شباب,none,none,none
@DimaSadek العمى كيف مخرجة انت من الجامعة وما بتعرفي العهد من الحكومة ، حرام يييي,discredit,misogyny,active
@DimaSadek @LBCI_NEWS @JeanFeghali عفكرة انتي لازم يجردوكي من مهنتك عشان عندك  حب السفارات ..نسيتي حالك انتي والمهبول نديم قطيش,discredit,misogyny,active
@DimaSadek ولك يا عاطلة وبس,discredit,misogyny,active
"@shiri52826187 @DimaSadek هلقد قاهرتكم @DimaSadek نقلعوا بقا بينتوا على حقيقتكم و الشعب عرف مين انتوا
#كلنا_ديما_صادق",none,none,none
@DimaSadek العمى بقلبك شو انك حيوانة �,discredit,misogyny,active
@yumnafawaz مش كل الساحات يا يمنى بريئة، ما يحدث في طرابلس قطعا ليس بريئا، هيدي المشكلة اللي بالحراك اللي صار، ضاعت… https://t.co/tSrFqXF2ml,none,none,none
@PierreABISAAB كلن يعني كلن بس نانسي السبع مش منن,none,none,none
"@yumnafawaz @rayaelhassan غياض الصلح
غيّا الحسن",none,none,none
@DimaSadek مش معقول شو تافهة وسطحية وحاقدة!!,discredit,misogyny,active
@DimaSadek .. و #ديما_الواطية حمالة الحطب,discredit,misogyny,active
RT @ElycarlaH: @DimaSadek وتفه عليكي بنص وجك اللي بدق الباب بيسمع الجواب خيييي أدي مقهورة yesssssssss,discredit,misogyny,active
@DimaSadek Dima صوتِك صوت الحق الهادر. كِلّ يلّي انتقدوكي نشاز. Keep walking,none,none,none
@TThePoeTT @DimaSadek هيدي اقل ما يقال فيها يلعنك و يلعن لي رباكي,damning,misogyny,active
"@sabehnancy نانسي السبع: اللي عم يعطل البلد سلطة ما بدا تسمع صرخة الناس
https://t.co/q7d2ZXrWAo",none,none,none
@DimaSadek ليكي في فيديو بيفرجي انو ما قرب عليها اصلا يا دجالة يا عبيطة ولا قرب صوبها ��,discredit,misogyny,active
@uhW8HET2HAJGesc @yumnafawaz كل الشعب اللبناني  محزب  وما تسميه بالاعتداء لم يكن بقرار حزبي او حركي وان كان لبعض المشاركين ارتباط حزبي.,none,none,none
@yumnafawaz مين حضرتك حتى تصنفي العالم بين مواطن وغنم ! تا تكوني إعلامية ناجحة ومحترمة لازم تكوني موضوعية وتحترمي خيارات العالم,none,none,none
@DimaSadek بس بلدك منو بخير يا هبلة,discredit,misogyny,active
@yumnafawaz رح احكي بلغتك انتي ستتي يا أم نص لسان https://t.co/XLWqFFqWm6,stereotyping & objectification,misogyny,active
@yumnafawaz يقطع عمرك شو انك وحده كمخا,damning,misogyny,active
"@DimaSadek انتي شو دحشك بالمظاهرة
بدك تركبي الموجة",none,none,none
@ZainabA50021358 @zna_krm @DimaSadek @LebarmyOfficial انتو عم تتخيلوا تويتر بلا ديما، يعني ولا مسبة ولا حتى بهدلة اي بيصير جامع او كنيسة.,none,none,none
@DimaSadek انشالله يجي شي نهار وتبطلو تعبدوا هيدا الصنم نصر الله,none,none,none
@DimaSadek انت أشرف الناس ومن ينعتك كذلك فليس من الإسلام والمسيحية في شيء . شكراً لك لوقوفك المشرف إلى جانب الثورة… https://t.co/J7bjNJ1qrU,none,none,none
@DimaSadek #ديما_الواطية  رح تاكلي كف مني لو شفتك بالمظاهرة,threat of violence,misogyny,active
@NicoleHajal هاي بالجبل يا حنونة,none,none,none
"@DimaSadek هيك فهمتي الموضوع لازم حدا 
يشرحلك الاسباب",none,none,none
@DimaSadek @Nada_Andraos مناصري هذه الثورة زعران ؟ الثورة زهقت منن,none,none,none
@yumnafawaz خرجك الله لا يردك,damning,misogyny,active
@DimaSadek انتي وحدة بلا اصل,discredit,misogyny,active
@akshaaban @NicoleHajal @ahmadhaydoura استفزتني الحاجة نيكول يا علوشي,none,none,none
@DimaSadek عنوان الخبث #ديما_الواطية,discredit,misogyny,active
@yumnafawaz كلي هواء�مريضة. مين حضرتك حتى توصفي خطاب السيد. شو محلك من الاعراب,discredit,misogyny,active
@DimaSadek ما فهمت ليه بتنشري مناقشات خاصة؟ رغم اعترافي انن وقحين بس انت هيك مش أنظم منن صراحة,none,none,none
@DimaSadek @LBCI_NEWS @JeanFeghali يسلم تمك ديما,none,none,none
@yumnafawaz ما في غير لسانك بدو cut شو انك بلا ادب سخيفة وجاهلة,discredit,misogyny,active
@DimaSadek لي أيمتا السيد تخبى او خبى علاقتو مع الجمهورية يا هبلة بعكسكن طبعا... يا #ديما_الواطية نحنا أعزاء عند الولي الفقيه,discredit,misogyny,active
@DimaSadek انقبري اسمعي صح قبل ما تتفلسفي يا واطية,discredit,misogyny,active
@berrynawal يعطيكن الف عافية,none,none,none
@berrynawal المرأة الخارقة نوال �,none,none,none
@DimaSadek يا واطية يا زبالة الله يلعن شرفك يا حيوانة العالم حتفوت ببعض وانتي يا واطية جيشي,discredit,misogyny,active
@yumnafawaz روحي إدعميهم يابقره..خرى عالجامعه يلي خرجتك,discredit,misogyny,active
@DimaSadek يلعن روحك يا ديما,damning,misogyny,active
@DimaSadek ديما صادق واطية و بجدارة,discredit,misogyny,active
"@DimaSadek أكثر من هذا السقوط؟؟
المهم ان يسقط زعمائهم",none,none,none
"@berrynawal كاذابة ومضللة ونصابة ومخادعة 
ما اندعس عليكي بصرماية كمان",discredit,misogyny,active
@NicoleHajal وبتؤلوا ثورة عابرة للطوائف ،عمين انتصروا ع جمهور حزب الله يا عيب الشوم ،ما بحياتها لح تلتغى الطائفية من عقولكم,none,none,none
"RT @mohamadalsayedd: صوت الحق كل الحب ❤️
@DimaSadek
 #كلنا_ديما_صادق https://t.co/almjFDG0rl",none,none,none
@yumnafawaz يا ست يمنى فواز ماذرة من بيروت على النبطية بدها يومين بهيك وضع ما بيوصلو خليكي منطقية شوي او فيكي تشتغلي مراسلة مع الجزيرة,none,none,none
@DimaSadek طب سدي نيعك الاعوج يا معاقة,stereotyping & objectification,misogyny,active
@DimaSadek واتصل بعدها الرئيس ميشال عون بديما صادق واطلعها على اخر التطورات,none,none,none
@DimaSadek شو سخيفة ورخيصة,discredit,misogyny,active
@joellebouyounes ناطرينكن احلى مراسلات ��,none,none,none
@DimaSadek ديما هيدا الشب يلي حد راسك تماماَ، شكلو ما ناويلك عخير � ديري بالك �,none,none,none
@DimaSadek ولا في اتفه منك انتي وامثالك من الصحفيين الجديد وابواق الجزيرة المحلية.الله يحمي لبنان من القادم منك,discredit,misogyny,active
@DimaSadek هي القصه يا مدام انو حضرتك اخر همك السياسه والاقتصاد والوطن همك الشهرة وخالف تعرف والطرف الآخر يهاجمك عل… https://t.co/S3ym3Q7Q6L,none,none,none
"@wissal63772203 @DimaSadek وانتو اختصاصي الفتنة تهانينا ..
سهرة سعيدة",none,none,none
@DimaSadek @LBCI_NEWS @JeanFeghali كلام درر,none,none,none
@Jessicaazar صح النوم. وينك يا عمي يتختفي وفجأة بترجعي بمواقف مشينة؟,none,none,none
@berrynawal منحبك كتير يا نوال الله يحميكي,none,none,none
@DimaSadek وحدة معقدة وغبية وما عندك شي تشوفي حالك في إلا هالكم شعرة يللي على راسك متل الخنزيرة Miss Peguy موتي بقهرك,discredit,misogyny,active
@antonella___23 @DimaSadek #ديما_الواطية  عم تسمعي يا #شرشوحة_التويتر,discredit,misogyny,active
@DimaSadek ولك يخرب بيتك شو انك بلا اخلاق  انت وحدي واطية يا ريت بعرف احكي كلام بذيق لكنت سمعتي يلي بيلبقلك,discredit,misogyny,active
@DimaSadek بكرى نصر الله بجيب شبيحة من سورية وايران وببلش قتل بلعالم وبقول مؤامرة كونية,none,none,none
@yumnafawaz سكتي ولي ام نص لسان... انتي معك خبر بس تكوني عم تحكي كل العالم بتقلب لمحطة لان ما حدا بيطيقك,stereotyping & objectification,misogyny,active
@DimaSadek على اساس انتي صحافية زكية وانتي بتعرفي اكتر من غيرك انو قدمها للمدعي علي ابراهيم بس شو منعملك اذا بتحبي… https://t.co/m2pnf1ruJ8,derailing,misogyny,active
"@yumnafawaz @rayaelhassan بحب قلك اول شي اعطيني جملة مفيده بعدين احكي
وبعدين بتجي بتعلمي الدوله ع شغلها يا بتاع الثوغه انتي
#تفو",discredit,misogyny,active
@joellebouyounes @roulanasr1 جويل كانت عم تدافع علناً عم ميشال عون و بعتقد انو الصحافي المحترم ما بيدخل بالسياسة,none,none,none
@DimaSadek الله يطول بعمرك ويحمكي,none,none,none
@DimaSadek اهل طرابلس لازم ينزلوا ع بيروت,none,none,none
@yumnafawaz وين الاعتداء ياحلوة,none,none,none
@berrynawal الصباط كان كتير صغير عليكه لازم يضربوكه بصباط أكبر بكتير#استحي,threat of violence,misogyny,active
@DimaSadek ملكة العهر ، وين ما شوفك سالخك كف بنص خلقتك,threat of violence,misogyny,active
"@DimaSadek انت يا واطيه بلا مقترحاتك الحقوده
صهيونيه حقيره",discredit,misogyny,active
@DimaSadek إذا أتتك مذمة من #ديما_الوطية  فشهدو بإني كامل,discredit,misogyny,active
@DimaSadek ديما سكري بوزك,discredit,misogyny,active
@DimaSadek خلص انقبري نضبي وين موضوعيتك و مصداقيتك كإعلامية  ؟ العمى بقلبك كلبة بتقبض مصاري و بتعوي هون,discredit,misogyny,active
@DimaSadek وقحة وسخة تفه على شرفك اذا عندك شرف ما بينعتب عليكِ حقودة,discredit,misogyny,active
RT @Hassan7151995: نانسي السبع على لجديدة هلا متل الحرباية كل شوي بلون ولك طلعي بوجك ما بتستحي تطلعي على شاشة https://t.co/rFSicEsiyX,discredit,misogyny,active
@DimaSadek #ديما_الواطية بتسوي صرماية,discredit,misogyny,active
@DimaSadek ديما بليز ما بقا تسخّفي حالك,none,none,none
خطيئتك انك مثقفة، جريمتك انك بتختلفي مع رأيهم. انا لا اتفق معك بمواقف كثيرة لكنني احترم حريتك #كلنا_ديما_صادق @DimaSadek,none,none,none
"@DimaSadek ما تقولي شي عن لسان السيد يرحم امواتك�
ماغباكي",discredit,misogyny,active
@JosephineBoSaab @NicoleHajal @DimaSadek يعني بدنا نضويلهن شمعة ع هل العمل الانساني,none,none,none
@DimaSadek #واطية وبتضلك #واطية,discredit,misogyny,active
"@yumnafawaz حمقاء السلطة الرابعة الآنسة رُمنى فرّاز.
ما ظبط معا توقع استقالة الحريري قامت هجمت عا جبران تا تغيير ال… https://t.co/Txth3jdLEn",discredit,misogyny,active
@berrynawal عيب يا نوال انت بتعرفي انو ما في شي من يلي عم تحكي ما تعودنا عليكي نكوني بياضة وج,none,none,none
@DimaSadek ما بووصالو لكعب سكربينتك ، يا احلى وأشجع ديمه,none,none,none
"@RawiHaddad سدي بوزيك بعد هل مقادمه الطويله العريضه. .بكل أدب مع فائق الاحترام والتقدير 
@berrynawal",discredit,misogyny,active
@noha_Bdn @imadibrahim111 @DimaSadek عظم الله لك الأجر وعقبالك يا  ديما الوطية,discredit,misogyny,active
"@DimaSadek ديمة القناعة، كلمة الحق، نحن معك
حين تجتمع الثورة والأُنوثة هذه ديما.
ودعيهم يتمزّقوا بغيّهم.",none,none,none
@DimaSadek ترقصي على جراح الجوعانين يا قذرة,discredit,misogyny,active
"@DimaSadek ليبسي   تنورة و عم تحكي عن الشرف ،روحي نضبي اكيد امك بتستحي فيكي �لولا السيد كنتي nb1 عند داعش (فهمك كفيي) �
#ماخلص",discredit,misogyny,active
@NadimKoteich @DimaSadek لا مش من جمهور محدد أبدا هي حركشت وكالعادة بدها تخلق جو... خلص ما انا ساكت خلوني ساكت، ما… https://t.co/6uqye3scD5,none,none,none
@DimaSadek انشاءالله دعوتِك بتسجاب و بيقبر قلبِك ����,damning,misogyny,active
